0,1
14.493037,14.700857
14.767492,14.82415
15.793274,15.874283
15.271887,15.491456
16.086443,16.323404
16.104633,15.844086
15.945341,15.919406
16.784683,15.879997
16.007965,16.047424
15.585953,15.534673
15.278689,15.304382
17.065887,16.612856
15.527948,15.642692
17.17656,16.68163
16.442396,16.284864
16.316574,16.964085
15.886444,16.353283
15.973357,15.404081
15.766686,15.856482
16.13059,16.13551
15.495995,15.533427
15.783093,15.846247
16.24674,16.575377
15.213999,15.608953
17.570902,16.500532
16.25283,16.197947
25.166943,25.615658
25.191666,23.314993
25.329628,25.327827
15.293432,15.56158
16.051096,15.997946
17.146845,16.73838
15.357179,15.4813175
15.77747,15.736615
15.512869,15.613819
16.113981,16.144531
18.276625,17.728497
17.207699,17.34849
16.495434,16.100164
14.837997,15.32481
8.709635,14.876397
15.768071,16.016018
16.487078,16.194118
16.13277,16.35066
15.658821,15.943671
16.363466,9.81204
14.244269,13.645423
13.181488,13.490767
14.934764,15.479404
14.743721,14.501499
16.038488,15.630388
17.120495,16.990177
15.980332,15.956339
16.854397,16.987885
16.524448,16.68892
19.209526,18.837431
18.794655,18.799854
15.129526,9.53791
15.599615,15.778923
16.68305,15.8544035
15.775849,15.763493
15.510531,15.43718
15.4981,15.027311
16.778023,16.936625
16.988462,17.586742
19.225615,18.892712
18.51468,18.033989
18.871666,17.877243
17.37611,17.650188
20.857452,19.7705
20.461554,20.052155
16.552557,16.630394
15.721066,15.784508
15.858028,15.775084
16.075167,16.774212
15.510425,15.696691
16.950844,17.583487
17.051346,16.98946
16.223171,15.929266
15.849433,15.921742
16.82076,9.51939
16.675987,16.584461
15.694583,15.592328
15.940043,15.854741
15.420795,15.550308
15.754257,15.8119755
16.056309,15.990277
16.259382,15.969807
15.50919,15.706082
16.282425,16.30167
16.089119,16.119308
12.176276,13.658829
10.444584,6.490917
13.501804,14.265654
16.162403,15.792997
15.955666,15.994501
16.216808,16.421791
15.447358,15.991985
15.296959,15.396843
15.918048,15.946285
15.530155,16.02709
16.14333,16.319305
17.263756,16.444807
16.010664,15.722856
14.510551,8.165659
15.899721,15.855142
16.259895,16.438595
15.818112,16.328638
15.4131155,15.602096
15.436102,15.3782215
15.503961,15.552194
16.496115,16.211124
15.953907,16.435783
15.45681,15.478251
15.973957,16.178387
16.979174,16.69077
16.285614,16.370146
14.868734,14.900568
14.365692,15.023373
14.165277,14.444741
15.652841,8.935196
15.66122,15.633689
17.827925,18.066824
17.777166,17.599419
15.808707,15.41763
15.562989,15.788599
15.410467,15.337797
15.587008,15.969166
16.856867,16.745
17.112867,17.026852
13.805517,14.013418
15.046702,14.983016
14.844832,14.778831
15.267657,15.046806
15.656628,15.719992
15.589504,15.593732
15.140923,15.043113
15.615088,15.332991
15.254421,15.396169
16.252274,15.935662
14.799067,9.6625595
18.213322,19.056494
16.001421,14.940874
16.040476,15.81279
15.472808,15.580967
16.06067,8.704079
15.964891,16.0212
16.6146,16.87444
14.809922,15.009148
16.194336,16.082737
16.241446,15.74458
17.046812,17.36811
17.290348,17.237915
16.860554,16.839489
15.674102,15.930785
15.589974,15.440664
16.274006,16.21698
19.619064,20.225765
19.817589,19.477474
16.103266,15.551536
15.290807,15.368534
15.840432,8.968151
15.336671,15.469269
14.2235565,14.776247
18.234499,17.50566
18.018597,18.988228
17.374744,15.538274
15.8878,15.784594
15.974062,16.099781
15.897939,16.029655
15.651097,15.709061
16.517963,17.268848
15.435091,10.061903
15.500942,8.779993
15.963289,15.860183
16.947279,16.230972
16.795591,16.553482
15.202927,15.138274
14.807251,14.768141
15.444164,16.10087
15.492381,15.617384
16.120804,16.09333
16.402468,16.403915
16.00358,15.499691
15.356118,15.162377
16.798054,16.380379
16.852135,16.864685
15.100475,14.777388
16.256132,15.645999
18.567059,18.889736
9.615789,16.989925
9.574093,16.514055
10.125443,16.404638
15.446698,15.491092
15.61805,15.865351
16.37976,15.768397
19.599564,20.403559
19.341745,10.448305
8.601606,15.583446
14.517145,15.14028
15.480108,15.497998
8.953611,13.849964
12.800528,13.349195
16.675327,15.845504
13.749144,14.095737
14.006394,14.145576
5.363946,11.995779
4.881936,11.317749
16.206944,15.903159
14.883446,12.830472
14.985745,14.898244
15.70975,15.380392
15.679945,15.554234
15.145604,15.13224
14.968751,15.035135
14.928815,8.156252
16.073301,16.276695
16.437813,16.930986
16.34049,16.322428
19.472502,19.03677
14.494825,7.826418
13.959672,7.803822
16.008356,15.656209
16.104877,16.317398
15.078079,15.133191
15.867828,15.987526
17.707834,17.657404
15.651558,15.532214
17.448019,17.599337
17.665005,17.899607
16.046844,16.310411
16.972527,16.04332
8.753987,16.389427
17.113304,16.80898
16.40535,16.4676
16.67157,16.897701
16.19635,16.192062
16.407784,16.869717
15.822386,15.360238
15.117878,15.291947
16.256367,16.25417
15.927244,15.835803
13.957306,13.957734
15.791616,15.80172
17.128517,16.744274
16.75788,16.550146
15.842592,15.822687
14.080727,13.605133
13.852189,13.1417
14.485932,14.861491
14.260673,14.4690695
15.832018,16.256685
16.218945,16.40446
16.28778,15.578158
15.249515,15.284805
15.789024,15.907092
15.494178,15.48759
17.081188,16.76788
16.786999,9.731859
14.245566,7.5405555
13.71444,13.307156
16.074984,15.8414345
15.357607,15.513467
17.332987,17.38812
15.765232,15.603853
16.419622,16.74609
16.021145,9.542674
14.724332,15.046042
14.931134,15.069667
16.873491,16.209051
18.465805,16.660877
15.8843355,16.372326
17.252073,17.643398
10.357635,11.38252
10.143706,10.374582
15.907909,16.673353
15.423523,15.849595
15.2932205,16.065979
15.730448,15.691504
17.160246,16.950735
15.907367,15.671748
15.020649,14.869576
14.614489,13.784089
18.679592,17.364754
15.813749,16.14497
18.773851,19.59402
19.581482,18.118168
19.836487,19.849768
19.348043,19.377825
14.704568,19.528297
16.131092,16.059427
15.723791,15.635486
15.314122,15.390983
16.087126,16.028124
16.232937,15.898605
15.650735,15.494832
16.415024,16.049978
16.453468,16.521296
17.420502,16.964064
16.106174,9.706026
15.531982,15.716347
15.496746,15.516978
20.12318,19.364136
18.610748,19.202663
18.788292,18.982794
16.693077,16.504745
15.764723,15.7788
16.655926,16.598854
16.630447,16.539562
19.074139,16.388443
20.439934,20.766333
20.171812,20.541233
17.196823,17.328339
16.122398,16.396431
8.253237,16.20183
7.8499227,14.419769
14.582226,15.138139
16.074905,15.759811
15.667036,16.54661
15.675205,15.661731
15.702367,16.257822
15.965198,15.930684
16.752928,16.784433
9.14534,17.026176
9.874346,17.501429
16.141552,16.633518
8.58764,16.884226
15.613223,16.266472
9.193932,16.296906
15.516806,15.475746
20.529142,19.813858
16.576866,19.502415
17.295383,16.746578
15.639938,16.080402
20.017677,17.869423
16.025412,16.327118
15.540646,15.605925
15.478592,15.381674
16.166866,16.180164
7.955389,14.812171
14.30922,13.935152
7.617368,14.669332
3.4875278,9.283449
3.5918283,8.314736
8.473858,16.535107
17.605503,16.606161
8.7294855,15.662525
11.592243,20.990068
8.938175,16.271236
12.501678,6.3040624
11.979338,7.6690426
10.626133,15.84165
8.32923,15.300973
16.044197,16.55082
15.816873,8.663382
15.700456,15.395474
17.225986,16.502209
16.125818,16.193668
9.335973,16.56987
17.476456,16.974615
17.543427,17.766161
16.095001,16.269175
18.410484,21.430143
11.881416,21.20534
12.017279,20.944208
15.794069,15.875625
16.187742,15.608452
18.837782,18.210876
16.902723,16.716244
17.261106,17.954582
10.473334,17.513397
20.997063,11.4575615
20.133028,23.013866
15.840505,15.792481
14.578024,14.656964
15.959127,16.166063
8.740479,16.017824
15.827981,15.534082
9.133057,16.496721
19.528559,10.6077
17.214968,17.563688
21.914978,22.162766
21.932213,21.834368
13.876804,14.20694
15.552513,15.731522
7.5044165,14.261056
7.862584,13.945361
14.653362,13.765166
17.480593,17.274029
16.02579,16.465517
15.339552,15.380909
15.448261,15.505774
11.42152,19.85357
11.645291,19.768597
9.326521,16.777756
15.353541,16.102345
19.72294,18.998852
19.14378,11.831704
18.519644,19.162937
9.032645,17.518515
17.14799,16.465391
16.6402,17.183464
6.33805,12.392298
15.502408,15.474555
15.9278555,16.265133
16.201916,16.35106
15.505653,15.677909
13.949497,14.596042
