center,sigma,support,input_variable,term_index
0.0,0.4472432394055103,20696,0,0
0.3333333333333333,0.37551554697169365,1058,0,1
0.5740740740740741,0.2974589431800802,738,0,2
0.7592592592592593,0.2331149867394504,319,0,3
0.9074074074074074,0.18406590548925345,253,0,4
0.0,0.4404923981935575,21454,1,0
0.2666666666666666,0.34176134091192956,699,1,1
0.5,0.27720641954422176,453,1,2
0.6666666666666666,0.2145501734065801,232,1,3
0.8,0.1680326576108655,131,1,4
0.0099009900990099,0.39251797046725706,16725,2,0
0.2475247524752475,0.30453980467287184,3716,2,1
0.4356435643564357,0.23799221772583692,921,2,2
0.5841584158415841,0.1866716210124455,887,2,3
0.7029702970297029,0.1474762202258444,728,2,4
0.7920792079207921,0.11434341740263848,86,2,5
0.0178571428571428,0.37431003505559857,19768,3,0
0.25,0.2929382883043815,1814,3,1
0.4285714285714285,0.2278408909034078,477,3,2
0.5714285714285714,0.17901784285267758,508,3,3
0.6785714285714286,0.13833196947706905,355,3,4
0.7678571428571429,0.10985185811414308,142,3,5
0.6904761908888888,0.4530515839320288,11431,4,0
0.4131944444444444,0.3528780322483245,5669,4,1
1.0,0.3675701528133982,4514,4,2
0.2003968247777777,0.273407014618118,1006,4,3
0.0370370365555555,0.21114358668174527,444,4,4
0.791666667,0.4556817818068156,16113,5,0
0.0,0.5885889683190308,3044,5,1
0.5,0.360748077415623,3907,5,2
0.7857142859999999,0.4556817818068156,17647,6,0
0.0,0.5858765767389578,638,6,1
0.5,0.3580356858355499,4779,6,2
0.791666667,0.4556817818068156,15077,7,0
0.0,0.5885889683190308,3882,7,1
0.5,0.360748077415623,4105,7,2
0.1666666666666666,0.4472432302918747,13359,8,0
0.4444444444444444,0.3501998878700528,8236,8,1
0.6666666666666666,0.27636256211431875,1013,8,2
0.8333333333333334,0.21412824469162867,298,8,3
0.1666666666666666,0.44049238907992183,16981,9,0
0.4333333333333333,0.34176133635511174,5098,9,1
0.6666666666666666,0.27720641726581285,707,9,2
0.8333333333333334,0.21455017226737572,213,9,3
0.3287671232876712,0.44943956561768117,7495,10,0
0.0273972602739726,0.3620485389697987,10866,10,1
0.6027397260273972,0.3495641065915298,4672,10,2
0.821917808219178,0.27465751232191626,30,10,3
0.9863013698630136,0.21223535043057165,1,10,4
0.3287671232876712,0.44943956561768117,7531,11,0
0.0273972602739726,0.3620485389697987,11408,11,1
0.6027397260273972,0.3495641065915298,4094,11,2
0.821917808219178,0.27465751232191626,30,11,3
0.9863013698630136,0.21223535043057165,1,11,4
0.0,0.4316985392464084,14692,12,0
0.2631578947368421,0.3357655279934188,5734,12,1
0.4736842105263158,0.26381577069288115,2581,12,2
0.631578947368421,0.20385764036856935,45,12,3
0.8684210526315791,0.12890997803278192,3,12,4
0.005423718884403,0.4182497957857749,23018,13,0
0.2660225898786538,0.32787505576439213,35,13,1
0.472354167378601,0.25795906876038305,10,13,2
0.917854986713272,0.3319861415310107,1,13,3
0.2709181209905498,0.2589201046553213,1655,14,0
0.0259019107401531,0.24110947558611476,21347,14,1
0.5534938263088915,0.25822465322244026,62,14,2
0.0,0.41858654196951595,22560,15,0
0.266469481700757,0.33071855920329757,396,15,1
0.4731567090703998,0.259542883646158,72,15,2
0.9185939608911956,0.3327490824159105,36,15,3
2.068722977306109e-05,0.1657795944238536,22616,16,0
0.1358944123792383,0.14480497838876466,398,16,1
0.2291524441961977,0.15109971989772225,43,16,2
0.0443928069779943,0.20481065605373705,22634,17,0
0.1675828463419286,0.15854078466507787,358,17,1
0.3516742677787989,0.1631574992682414,54,17,2
0.4516621291206409,0.1271413964494241,18,17,3
0.0097094309987863,0.24379804903692986,22601,18,0
0.4408510030698936,0.31836238429081876,168,18,1
0.174055829228243,0.19678868409719624,295,18,2
0.0431081774584579,0.16729324966579126,22721,19,0
0.2044630058928666,0.15717308055702,307,19,1
0.3587747084535206,0.14890357185499217,36,19,2
0.0104861773117254,0.4553740843850364,22973,20,0
0.3590324118207817,0.3865132113756612,72,20,1
0.7874960279631394,0.38849966973097166,19,20,2
0.0015476453681185,0.2509624847403887,22917,21,0
0.5495615004790331,0.37520117232195804,73,21,1
0.1770948485518461,0.20547490470815843,74,21,2
0.0122122826414715,0.45529246678567203,23009,22,0
0.5345260830234194,0.4656551166131715,36,22,1
0.9962307769625088,0.4432179759093205,19,22,2
0.0555247364099512,0.2438824308996966,22786,23,0
0.203568012827199,0.1894018394321787,230,23,1
0.4370118019350445,0.2010770014884869,48,23,2
0.0025906272889532,0.06083247170086991,22896,24,0
0.1104857872809133,0.07958209460390278,36,24,1
0.0625401993889692,0.05773416368352641,132,24,2
0.0455336886092485,0.17824420323792678,22865,25,0
0.2390660121604101,0.17731125565196987,179,25,1
0.3932166569992798,0.1588992683328307,20,25,2
0.0017134289997858,0.4556817818068157,23059,26,0
0.9299635896337546,0.6508275780635575,2,26,1
0.4867566216891554,0.44886623720136637,3,26,2
0.0008361472905611,0.09113879875416467,22940,27,0
0.0803987779385753,0.081824640676007,109,27,1
0.1760733236854799,0.08450946781751068,15,27,2
0.0009851735143244,0.4556817818068157,23061,28,0
1.0,0.4633602090816077,1,28,1
0.0017860970207901,0.4556817818068156,23060,29,0
0.4653139958562549,0.43906210976192184,3,29,1
1.0,0.4631777259563491,1,29,2
0.0462946938492956,0.10685044584300549,22448,30,0
0.1121283444671351,0.08342441813788722,415,30,1
0.169239555570939,0.06773674750587017,130,30,2
0.2097019833166037,0.0523063649243091,71,30,3
0.0181430096051227,0.45556020182234214,22601,31,0
0.8050960512273212,0.5863802651158676,168,31,1
0.3252401280683031,0.36771866304021184,295,31,2
0.0448491485904048,0.10191102662785438,22759,32,0
0.133734897194941,0.09145912961527491,223,32,1
0.205910407687416,0.07861863003166498,82,32,2
0.0122682488507491,0.4556817818068157,23061,33,0
0.5000948226815854,0.45013457327935746,2,33,1
0.0025906272889532,0.38636598094023783,23048,34,0
0.3236318808490111,0.3394756409258598,15,34,1
0.8478855121402155,0.4086306492883992,1,34,2
0.048264809849785,0.16592528299482062,22949,35,0
0.2278879668783949,0.1648136417459727,114,35,1
0.0,0.10627478708535941,22646,36,0
0.1342074736929323,0.11429329428686642,256,36,1
0.0648148148148148,0.0826723238449733,134,36,2
0.2057958405833126,0.08976816172468176,28,36,3
0.0,0.45555977143141485,22740,37,0
0.8080064265631276,0.5959736938833513,132,37,1
0.3195876288659793,0.37341014588077215,192,37,2
0.0,0.10497570190446866,22960,38,0
0.1225437360086228,0.1083287989259076,76,38,1
0.2041911947599701,0.09136965894676623,28,38,2
0.0,0.4556817909204512,23053,39,0
0.5002689256420599,0.4558043308793808,8,39,1
0.0,0.4556817909204512,23045,40,0
0.5002689256420599,0.4558043308793808,15,40,1
0.0,0.0933238653003806,23008,41,0
0.0983707398171238,0.09148768664771192,52,41,1
0.2048004987531172,0.0942419455130793,4,41,2
0.0,0.4556817909204512,22956,42,0
0.4481707317073171,0.4320641330382802,94,42,1
0.9115853658536586,0.4272016727222986,14,42,2
0.0,0.4556817909204512,22956,43,0
0.4481707317073171,0.4320641330382802,94,43,1
0.9115853658536586,0.4272016727222986,14,43,2
0.0,0.34176134546874737,22968,44,0
0.21875,0.2705610625046146,37,44,1
0.4296875,0.23140090710218247,29,44,2
0.5859375,0.18690073195840617,26,44,3
0.0,0.34176134546874737,22968,45,0
0.21875,0.2705610625046146,37,45,1
0.4296875,0.23140090710218247,29,45,2
0.5859375,0.18690073195840617,26,45,3
0.0,0.42734924490137466,23005,46,0
