0,1,2
5.3485494,12.227438,5.373235
10.41624,10.552841,10.456925
10.940398,4.724734,10.750985
10.824589,5.7644444,12.937128
10.329245,10.516871,4.0160623
11.280797,13.0889435,11.266095
4.71489,10.585264,10.39016
10.038775,10.461957,10.364544
3.798389,10.350653,11.015674
9.857313,4.599879,9.990497
7.198456,7.122431,13.550103
10.702289,4.6040883,11.030823
7.2717557,11.08806,18.175285
10.650577,4.993945,10.906467
10.674629,5.1083326,5.225265
5.3431363,10.691513,11.114879
10.310467,10.383733,9.366789
4.659419,10.706745,10.968456
9.873045,10.12641,3.7727838
